customer_id,age,gender,location,product_category,product_price,product_rating,purchase_quantity,transaction_amount,discount_applied,final_amount,purchase_date,loyalty_points,payment_method,membership_status,returning_customer
1689,21,Female,Suburban,Clothing,411.62,3.2,6,2469.72,0.2,1975.78,2020-01-31,664,Mobile Payment,Non-member,0
3037,67,Female,Rural,Clothing,588.85,3.5,7,4121.95,0.1,3709.76,2020-01-31,200,Debit Card,Regular,0
1420,21,Male,Urban,Clothing,87.83,4.6,8,702.64,0.1,632.38,2020-01-31,843,Mobile Payment,VIP,1
2958,63,Female,Suburban,Toys,164.22,2.5,3,492.66,0.2,394.13,2020-01-31,222,Mobile Payment,Non-member,0
2652,55,Male,Suburban,Toys,373.94,3.8,8,2991.52,0.2,2393.22,2020-01-31,838,Credit Card,Regular,0
3251,37,Female,Urban,Clothing,462.86,2.6,8,3702.88,0.2,2962.3,2020-01-31,932,Credit Card,Non-member,0
1080,51,Female,Rural,Clothing,851,3.1,8,6808,0.2,5446.4,2020-01-31,838,Debit Card,Non-member,0
4380,47,Male,Suburban,Toys,178.44,1.6,5,892.2,0,892.2,2020-01-31,871,Debit Card,VIP,1
3088,46,Male,Suburban,Groceries,398.1,2.7,3,1194.3,0.3,836.01,2020-02-01,843,Mobile Payment,Non-member,1
1480,57,Female,Suburban,Toys,188.9,4,3,566.7,0,566.7,2020-02-01,487,Mobile Payment,VIP,1
3328,30,Other,Suburban,Electronics,134.4,1.9,9,1209.6,0,1209.6,2020-02-01,249,Debit Card,VIP,0
1993,62,Male,Suburban,Toys,845.16,2.3,7,5916.12,0,5916.12,2020-02-01,413,Mobile Payment,Regular,0
1991,38,Other,Suburban,Clothing,530.32,4.8,5,2651.6,0.2,2121.28,2020-02-01,927,Debit Card,VIP,0
3979,41,Male,Suburban,Groceries,849.26,2.3,5,4246.3,0.1,3821.67,2020-02-01,932,Cash,VIP,1
1074,66,Female,Urban,Toys,148.33,3.6,2,296.66,0.1,266.99,2020-02-01,243,Mobile Payment,Regular,1
4527,31,Male,Suburban,Clothing,616.47,1.3,2,1232.94,0.3,863.06,2020-02-01,399,Credit Card,VIP,0
4464,61,Female,Urban,Electronics,19.82,3.7,7,138.74,0.3,97.12,2020-02-01,999,Debit Card,VIP,0
2298,45,Other,Urban,Toys,795.43,1.9,9,7158.87,0,7158.87,2020-02-01,106,Cash,VIP,1
1207,29,Female,Urban,Electronics,312.54,1.8,7,2187.78,0.3,1531.45,2020-02-01,329,Debit Card,VIP,1
2350,21,Other,Rural,Furniture,749.62,4.6,2,1499.24,0.2,1199.39,2020-02-01,567,Cash,VIP,0
1599,47,Other,Rural,Furniture,481.14,1.9,8,3849.12,0.1,3464.21,2020-02-01,199,Credit Card,VIP,1
2054,21,Female,Urban,Clothing,593.64,3.8,4,2374.56,0.1,2137.1,2020-02-01,349,Debit Card,Regular,1
4809,46,Female,Urban,Furniture,163.35,1.7,7,1143.45,0,1143.45,2020-02-01,264,Mobile Payment,VIP,0
1798,21,Other,Urban,Electronics,590.48,2.1,2,1180.96,0.2,944.77,2020-02-01,682,Debit Card,Regular,0
1713,18,Other,Rural,Toys,671.13,2,4,2684.52,0.1,2416.07,2020-02-01,296,Mobile Payment,Non-member,0
2396,67,Female,Suburban,Furniture,589.83,3.1,5,2949.15,0.1,2654.24,2020-02-01,339,Debit Card,Non-member,1
3833,52,Other,Suburban,Electronics,412.87,2,6,2477.22,0.3,1734.05,2020-02-01,379,Credit Card,Regular,1
4012,56,Male,Rural,Clothing,66.62,3.1,3,199.86,0.2,159.89,2020-02-01,317,Debit Card,Regular,0
1290,59,Male,Suburban,Furniture,202.79,4.5,5,1013.95,0.2,811.16,2020-02-01,693,Credit Card,VIP,0
4707,66,Other,Suburban,Clothing,602.04,2.5,1,602.04,0.3,421.43,2020-02-01,533,Credit Card,Regular,0
3527,64,Other,Urban,Clothing,396.5,2.8,8,3172,0.2,2537.6,2020-02-01,292,Credit Card,Regular,0
2318,24,Other,Rural,Groceries,384.87,1.7,9,3463.83,0,3463.83,2020-02-01,741,Credit Card,Regular,1
1179,69,Female,Rural,Electronics,86.43,1.3,1,86.43,0.2,69.14,2020-02-02,67,Cash,VIP,0
4835,44,Other,Urban,Toys,506.12,5,3,1518.36,0.1,1366.52,2020-02-02,81,Debit Card,Non-member,1
2260,36,Male,Rural,Furniture,476.14,2.2,7,3332.98,0.2,2666.38,2020-02-02,264,Mobile Payment,Non-member,1
4599,48,Female,Suburban,Electronics,714.64,3.5,7,5002.48,0.2,4001.98,2020-02-02,47,Credit Card,VIP,1
2618,59,Male,Suburban,Clothing,362.66,4.9,5,1813.3,0.2,1450.64,2020-02-02,164,Debit Card,Regular,0
3968,45,Female,Urban,Clothing,729.34,4.6,3,2188.02,0.1,1969.22,2020-02-02,376,Mobile Payment,VIP,1
2610,52,Other,Rural,Electronics,293.31,4.5,1,293.31,0.3,205.32,2020-02-02,883,Credit Card,Non-member,0
4600,51,Female,Suburban,Clothing,885.27,1.1,8,7082.16,0,7082.16,2020-02-02,866,Cash,VIP,1
1446,69,Male,Rural,Clothing,664.03,4.7,3,1992.09,0.1,1792.88,2020-02-02,157,Mobile Payment,Non-member,0
2796,66,Male,Suburban,Electronics,504.56,1.9,9,4541.04,0,4541.04,2020-02-02,534,Cash,Regular,0
2214,21,Female,Rural,Furniture,536.53,4.7,6,3219.18,0.1,2897.26,2020-02-02,259,Debit Card,Regular,0
4117,48,Female,Urban,Toys,217.85,4.9,2,435.7,0.3,304.99,2020-02-02,236,Cash,Regular,0
3194,61,Male,Suburban,Clothing,852.12,2.8,8,6816.96,0.3,4771.87,2020-02-02,861,Debit Card,Regular,1
1201,44,Female,Suburban,Groceries,268.56,2.3,3,805.68,0.2,644.54,2020-02-02,610,Mobile Payment,Non-member,1
3401,39,Male,Urban,Toys,210,1.5,1,210,0.1,189,2020-02-02,370,Cash,Regular,1
1210,26,Female,Suburban,Groceries,532.25,1.6,7,3725.75,0.2,2980.6,2020-02-02,678,Debit Card,Regular,0
2049,19,Other,Rural,Clothing,132.57,3.7,1,132.57,0.3,92.8,2020-02-02,913,Credit Card,VIP,1
2132,41,Other,Rural,Furniture,403.48,4.7,1,403.48,0,403.48,2020-02-02,407,Cash,Non-member,0
2049,67,Female,Urban,Electronics,981.01,4.6,7,6867.07,0.2,5493.66,2020-02-02,528,Cash,Non-member,1
1550,56,Female,Suburban,Electronics,272.13,3.6,8,2177.04,0.3,1523.93,2020-02-02,204,Debit Card,Regular,1
2171,42,Male,Suburban,Groceries,406.94,3.4,7,2848.58,0.3,1994.01,2020-02-02,662,Cash,VIP,0
4287,44,Male,Suburban,Groceries,525.83,3.5,6,3154.98,0.3,2208.49,2020-02-02,18,Mobile Payment,VIP,0
1557,45,Male,Urban,Toys,872.98,2.1,6,5237.88,0.3,3666.52,2020-02-02,552,Cash,Regular,0
4683,62,Male,Suburban,Groceries,885.46,1,5,4427.3,0.1,3984.57,2020-02-02,969,Debit Card,VIP,0
4097,25,Female,Suburban,Toys,785.99,3.2,4,3143.96,0.2,2515.17,2020-02-03,44,Credit Card,Regular,1
2229,33,Female,Urban,Clothing,303.57,2.5,7,2124.99,0,2124.99,2020-02-03,533,Debit Card,Non-member,0
2954,50,Female,Suburban,Clothing,248.03,3.6,8,1984.24,0.2,1587.39,2020-02-03,445,Mobile Payment,Regular,1
1240,50,Female,Rural,Electronics,995.51,4.9,5,4977.55,0.3,3484.28,2020-02-03,922,Credit Card,Regular,1
2152,68,Male,Urban,Electronics,359.25,2.3,3,1077.75,0,1077.75,2020-02-03,116,Mobile Payment,Non-member,0
3587,60,Other,Rural,Electronics,900.01,2.6,1,900.01,0.2,720.01,2020-02-03,243,Credit Card,VIP,0
4570,60,Other,Rural,Clothing,420.87,3.3,8,3366.96,0.3,2356.87,2020-02-03,409,Credit Card,Regular,1
3604,51,Male,Rural,Toys,396.92,3.7,2,793.84,0,793.84,2020-02-03,898,Mobile Payment,Regular,0
4656,40,Male,Rural,Furniture,784.67,3.7,4,3138.68,0.1,2824.81,2020-02-03,258,Mobile Payment,Non-member,0
2283,39,Other,Rural,Furniture,613.12,1.1,5,3065.6,0.1,2759.04,2020-02-03,882,Credit Card,VIP,1
4621,51,Female,Rural,Furniture,668.87,2.9,8,5350.96,0.2,4280.77,2020-02-03,232,Debit Card,Regular,1
3507,67,Female,Suburban,Toys,816.56,3.8,9,7349.04,0.2,5879.23,2020-02-03,154,Credit Card,Non-member,0
4051,48,Other,Rural,Clothing,937.79,2.2,5,4688.95,0.3,3282.26,2020-02-03,384,Mobile Payment,Regular,1
3441,40,Other,Rural,Groceries,807.24,2.2,3,2421.72,0.1,2179.55,2020-02-03,262,Debit Card,VIP,0
1017,42,Male,Rural,Furniture,852.32,2.8,6,5113.92,0.3,3579.74,2020-02-03,509,Debit Card,Regular,0
3174,36,Other,Urban,Clothing,608.13,1.7,1,608.13,0.3,425.69,2020-02-03,828,Debit Card,Non-member,0
3704,53,Female,Urban,Electronics,772.26,1.9,6,4633.56,0.3,3243.49,2020-02-03,226,Debit Card,VIP,0
3118,35,Male,Urban,Groceries,242.55,4.4,1,242.55,0,242.55,2020-02-03,490,Credit Card,VIP,1
3400,25,Other,Rural,Groceries,437.65,1.7,8,3501.2,0.3,2450.84,2020-02-03,165,Credit Card,VIP,1
3513,66,Male,Rural,Clothing,916.31,4.3,8,7330.48,0.2,5864.38,2020-02-03,773,Debit Card,VIP,1
4578,35,Male,Rural,Clothing,566.73,4.8,9,5100.57,0.2,4080.46,2020-02-03,432,Mobile Payment,VIP,1
3601,60,Male,Suburban,Electronics,908.87,3.7,1,908.87,0.2,727.1,2020-02-03,164,Credit Card,VIP,1
4015,34,Male,Suburban,Groceries,561.28,2.4,3,1683.84,0.2,1347.07,2020-02-03,74,Debit Card,Regular,1
1118,59,Male,Urban,Electronics,120.58,4.1,4,482.32,0.2,385.86,2020-02-03,433,Credit Card,Non-member,0
3884,49,Other,Rural,Toys,682.35,4.3,1,682.35,0.1,614.12,2020-02-04,493,Debit Card,Non-member,1
2460,37,Other,Suburban,Furniture,293.18,4.2,8,2345.44,0.3,1641.81,2020-02-04,743,Cash,Regular,0
4833,35,Other,Rural,Toys,393.38,4.2,4,1573.52,0.2,1258.82,2020-02-04,843,Credit Card,Regular,0
3176,21,Other,Suburban,Toys,911.34,2,1,911.34,0,911.34,2020-02-04,186,Cash,VIP,0
2592,44,Female,Urban,Groceries,954.19,4.5,5,4770.95,0,4770.95,2020-02-04,450,Mobile Payment,Regular,1
1691,28,Male,Rural,Electronics,238.6,1.2,2,477.2,0.3,334.04,2020-02-04,250,Debit Card,Regular,0
2102,37,Female,Suburban,Furniture,96.93,3.1,5,484.65,0.2,387.72,2020-02-04,21,Cash,Regular,1
4347,18,Female,Rural,Electronics,453.75,1.4,9,4083.75,0.3,2858.62,2020-02-04,536,Mobile Payment,Regular,0
1812,50,Male,Suburban,Furniture,966.54,2,3,2899.62,0.2,2319.7,2020-02-04,567,Debit Card,Regular,1
2787,66,Other,Urban,Furniture,211.68,2.1,9,1905.12,0,1905.12,2020-02-04,981,Credit Card,Regular,0
1794,24,Other,Suburban,Electronics,80.99,3.4,7,566.93,0,566.93,2020-02-04,849,Debit Card,Non-member,1
4931,66,Female,Rural,Clothing,303.2,3.4,7,2122.4,0.1,1910.16,2020-02-04,492,Debit Card,VIP,0
2533,39,Other,Urban,Clothing,793.37,3.7,2,1586.74,0.2,1269.39,2020-02-04,718,Debit Card,Regular,0
4012,32,Male,Rural,Clothing,105.89,3,6,635.34,0,635.34,2020-02-04,610,Debit Card,VIP,1
1884,38,Other,Rural,Furniture,798.52,3.4,8,6388.16,0.3,4471.71,2020-02-04,672,Debit Card,Regular,1
3269,68,Male,Urban,Clothing,818.52,4.7,8,6548.16,0.2,5238.53,2020-02-04,687,Debit Card,Regular,0
3994,46,Male,Urban,Toys,693.1,4.7,8,5544.8,0.3,3881.36,2020-02-04,326,Mobile Payment,VIP,0
1300,23,Male,Rural,Groceries,848.99,4.6,2,1697.98,0.2,1358.38,2020-02-04,727,Debit Card,Regular,1
2407,35,Other,Rural,Clothing,52.31,1.4,1,52.31,0.1,47.08,2020-02-04,827,Cash,Non-member,0
3181,37,Other,Urban,Electronics,42.51,4,2,85.02,0.3,59.51,2020-02-04,999,Mobile Payment,Regular,1
4678,52,Female,Rural,Clothing,46.16,3,9,415.44,0.3,290.81,2020-02-04,323,Debit Card,VIP,1
3027,65,Female,Urban,Clothing,780.16,2.3,1,780.16,0.2,624.13,2020-02-04,614,Mobile Payment,VIP,1
1913,22,Female,Rural,Clothing,84.44,2,2,168.88,0.1,151.99,2020-02-04,244,Cash,Regular,0
3884,36,Other,Rural,Electronics,664.39,2,9,5979.51,0.2,4783.61,2020-02-04,43,Mobile Payment,Non-member,1
3742,24,Female,Rural,Furniture,801.76,2.8,4,3207.04,0.2,2565.63,2020-02-05,358,Mobile Payment,Non-member,1
2829,67,Female,Suburban,Groceries,535.21,1.3,3,1605.63,0,1605.63,2020-02-05,328,Credit Card,Non-member,0
1400,66,Male,Rural,Electronics,205.47,1.7,3,616.41,0.3,431.49,2020-02-05,794,Mobile Payment,Non-member,1
1709,37,Female,Suburban,Furniture,897.47,3.9,1,897.47,0,897.47,2020-02-05,176,Mobile Payment,Non-member,1
3495,43,Other,Suburban,Furniture,629.89,2.1,7,4409.23,0.1,3968.31,2020-02-05,916,Credit Card,Non-member,0
3543,59,Female,Urban,Toys,26.47,3.2,3,79.41,0.3,55.59,2020-02-05,134,Mobile Payment,Non-member,0
3692,36,Female,Rural,Groceries,976.38,2.8,7,6834.66,0.1,6151.19,2020-02-05,470,Mobile Payment,VIP,0
3199,47,Other,Suburban,Electronics,103.08,1.7,8,824.64,0.1,742.18,2020-02-05,197,Mobile Payment,Non-member,0
4039,63,Other,Suburban,Furniture,768.04,4.2,7,5376.28,0.3,3763.4,2020-02-05,810,Cash,Non-member,0
1362,46,Male,Suburban,Electronics,379.02,1.7,8,3032.16,0.3,2122.51,2020-02-05,556,Credit Card,VIP,0
2279,20,Male,Urban,Groceries,557.3,3.7,5,2786.5,0.3,1950.55,2020-02-05,503,Cash,Regular,0
1750,37,Male,Urban,Furniture,857.31,4.3,2,1714.62,0,1714.62,2020-02-05,252,Credit Card,Regular,0
3131,55,Female,Rural,Groceries,580.14,1.9,4,2320.56,0,2320.56,2020-02-05,460,Cash,Non-member,1
4561,62,Other,Urban,Groceries,471.92,2.4,2,943.84,0.2,755.07,2020-02-05,982,Debit Card,Regular,0
3869,39,Male,Suburban,Furniture,119.76,1,4,479.04,0.1,431.14,2020-02-05,209,Cash,Non-member,1
4034,23,Male,Urban,Toys,561.57,4.6,3,1684.71,0.3,1179.3,2020-02-05,714,Mobile Payment,VIP,0
2227,25,Other,Rural,Toys,547.69,3.2,2,1095.38,0.2,876.3,2020-02-05,62,Mobile Payment,Non-member,0
3771,47,Male,Suburban,Furniture,238.13,3.8,6,1428.78,0.1,1285.9,2020-02-05,236,Mobile Payment,VIP,1
4279,66,Male,Rural,Toys,331.25,3.9,7,2318.75,0.1,2086.88,2020-02-05,243,Credit Card,Non-member,1
3930,22,Male,Rural,Toys,132.74,5,6,796.44,0.3,557.51,2020-02-05,385,Credit Card,Regular,0
3620,47,Other,Rural,Toys,797.19,1,9,7174.71,0,7174.71,2020-02-05,702,Cash,VIP,1
4463,57,Other,Suburban,Electronics,289.34,3,3,868.02,0.3,607.61,2020-02-05,101,Debit Card,Regular,1
2433,24,Female,Rural,Clothing,589.15,4,1,589.15,0.3,412.4,2020-02-05,170,Mobile Payment,Regular,0
3685,37,Female,Rural,Furniture,653.1,4.9,1,653.1,0.3,457.17,2020-02-05,960,Debit Card,Regular,0
2890,56,Other,Rural,Furniture,570.82,3.5,4,2283.28,0,2283.28,2020-02-06,204,Mobile Payment,Non-member,0
4012,34,Female,Suburban,Clothing,58.22,4.3,2,116.44,0.1,104.8,2020-02-06,641,Credit Card,VIP,1
1833,22,Male,Rural,Groceries,610.75,1.7,7,4275.25,0.2,3420.2,2020-02-06,585,Credit Card,VIP,0
4265,58,Female,Urban,Toys,968.98,1.5,9,8720.82,0,8720.82,2020-02-06,9,Debit Card,Non-member,0
1207,36,Female,Suburban,Clothing,185.79,3.9,5,928.95,0.1,836.06,2020-02-06,623,Debit Card,Regular,1
2245,50,Female,Urban,Electronics,225.8,3.1,6,1354.8,0.2,1083.84,2020-02-06,307,Debit Card,Non-member,0
2571,50,Other,Urban,Groceries,329.28,4.8,3,987.84,0.2,790.27,2020-02-06,139,Mobile Payment,VIP,0
1177,67,Other,Suburban,Toys,37.15,1.1,3,111.45,0,111.45,2020-02-06,338,Debit Card,Non-member,0
1198,47,Female,Rural,Toys,529.91,2.1,2,1059.82,0,1059.82,2020-02-06,40,Credit Card,Regular,1
3381,33,Male,Urban,Clothing,615.05,1.9,2,1230.1,0.3,861.07,2020-02-06,775,Debit Card,VIP,0
2128,53,Female,Urban,Furniture,101.33,3.5,1,101.33,0.3,70.93,2020-02-06,744,Cash,Regular,1
2313,48,Female,Urban,Toys,779.57,1.5,1,779.57,0.2,623.66,2020-02-06,764,Credit Card,Non-member,1
2590,63,Male,Urban,Furniture,32.88,1.4,2,65.76,0.3,46.03,2020-02-06,43,Cash,Regular,1
3489,19,Male,Rural,Electronics,321.97,2.9,7,2253.79,0,2253.79,2020-02-06,15,Credit Card,Non-member,1
3331,35,Female,Suburban,Groceries,649.96,2.6,2,1299.92,0,1299.92,2020-02-06,783,Debit Card,Non-member,0
2610,53,Male,Suburban,Clothing,393.69,2.1,3,1181.07,0.1,1062.96,2020-02-06,59,Credit Card,Regular,1
2843,66,Other,Rural,Electronics,972.37,4.6,9,8751.33,0.1,7876.2,2020-02-06,421,Debit Card,VIP,0
1966,38,Male,Suburban,Furniture,113.73,1.7,1,113.73,0,113.73,2020-02-06,691,Mobile Payment,Regular,0
2052,38,Other,Rural,Groceries,259.5,1.5,8,2076,0.3,1453.2,2020-02-06,679,Debit Card,Non-member,1
4999,66,Male,Urban,Furniture,360.86,2.5,6,2165.16,0.3,1515.61,2020-02-06,384,Mobile Payment,Non-member,1
1438,20,Male,Urban,Furniture,483.67,3.1,5,2418.35,0.1,2176.52,2020-02-06,300,Mobile Payment,Non-member,0
3595,47,Other,Suburban,Clothing,388.9,2,6,2333.4,0.3,1633.38,2020-02-06,174,Cash,Non-member,1
1238,23,Other,Urban,Clothing,353.31,4.2,7,2473.17,0.3,1731.22,2020-02-06,710,Debit Card,VIP,1
1089,39,Female,Urban,Clothing,638.55,3.7,7,4469.85,0.3,3128.89,2020-02-06,139,Debit Card,Regular,1
2234,52,Other,Rural,Toys,450.04,3.1,5,2250.2,0.3,1575.14,2020-02-07,907,Cash,Non-member,0
1355,51,Female,Rural,Toys,973.72,2.8,6,5842.32,0.1,5258.09,2020-02-07,718,Debit Card,Regular,1
2577,55,Male,Urban,Groceries,789.73,1.4,3,2369.19,0.3,1658.43,2020-02-07,649,Cash,Non-member,1
4025,42,Male,Urban,Toys,390.26,1.8,2,780.52,0.2,624.42,2020-02-07,16,Mobile Payment,VIP,1
2042,29,Female,Urban,Electronics,976.75,4.7,1,976.75,0.1,879.08,2020-02-07,779,Credit Card,Non-member,1
4702,52,Female,Suburban,Clothing,806.88,2.5,2,1613.76,0,1613.76,2020-02-07,545,Credit Card,Non-member,1
2803,38,Male,Urban,Clothing,987.23,1.7,5,4936.15,0,4936.15,2020-02-07,475,Cash,Non-member,0
4136,42,Male,Rural,Electronics,905.61,3.7,9,8150.49,0.2,6520.39,2020-02-07,991,Debit Card,Non-member,0
1689,49,Female,Urban,Toys,414.02,2.5,7,2898.14,0.3,2028.7,2020-02-07,757,Debit Card,VIP,1
1162,45,Male,Suburban,Furniture,9.67,5,7,67.69,0,67.69,2020-02-07,570,Mobile Payment,VIP,0
4221,56,Male,Rural,Electronics,654.44,3.9,4,2617.76,0,2617.76,2020-02-07,390,Cash,Non-member,0
2432,53,Female,Urban,Furniture,185.73,4.2,7,1300.11,0.3,910.08,2020-02-07,812,Mobile Payment,VIP,0
1815,36,Female,Rural,Groceries,676.84,2.6,3,2030.52,0.3,1421.36,2020-02-07,333,Mobile Payment,Regular,0
3593,36,Female,Suburban,Groceries,389.77,4.2,3,1169.31,0,1169.31,2020-02-07,612,Mobile Payment,Regular,0
1177,21,Female,Rural,Furniture,998.9,3.6,2,1997.8,0.1,1798.02,2020-02-07,449,Mobile Payment,VIP,0
2908,21,Other,Urban,Furniture,255.96,2.5,8,2047.68,0.3,1433.38,2020-02-07,921,Mobile Payment,VIP,0
1703,64,Male,Suburban,Electronics,766.27,1.9,5,3831.35,0.2,3065.08,2020-02-07,85,Mobile Payment,Regular,1
3553,38,Other,Rural,Electronics,310.72,3.1,2,621.44,0.2,497.15,2020-02-07,687,Mobile Payment,Regular,1
1717,49,Male,Urban,Furniture,135.84,3.7,9,1222.56,0,1222.56,2020-02-07,694,Debit Card,Non-member,1
2135,55,Other,Rural,Toys,197.64,3.5,7,1383.48,0.1,1245.13,2020-02-07,841,Debit Card,VIP,1
2301,24,Other,Rural,Groceries,263.52,1.5,6,1581.12,0.2,1264.9,2020-02-07,437,Debit Card,VIP,1
2187,20,Female,Rural,Furniture,522.96,2.5,3,1568.88,0,1568.88,2020-02-07,814,Mobile Payment,Regular,0
2603,53,Male,Rural,Clothing,514.93,3.5,6,3089.58,0.2,2471.66,2020-02-07,778,Mobile Payment,Regular,1
1355,51,Other,Rural,Toys,388.95,2.9,4,1555.8,0,1555.8,2020-02-07,613,Mobile Payment,VIP,0
3619,60,Other,Rural,Clothing,666.83,2.6,3,2000.49,0,2000.49,2020-02-08,317,Credit Card,VIP,0
2598,38,Other,Urban,Clothing,610.09,4.6,4,2440.36,0.1,2196.32,2020-02-08,808,Mobile Payment,Regular,0
4370,44,Other,Urban,Clothing,419.36,3.8,9,3774.24,0.1,3396.82,2020-02-08,756,Debit Card,Regular,1
1449,45,Male,Rural,Groceries,907.51,2.8,1,907.51,0.3,635.26,2020-02-08,64,Credit Card,Non-member,1
4723,56,Male,Urban,Groceries,222.27,1.6,6,1333.62,0.2,1066.9,2020-02-08,577,Cash,Non-member,1
2265,68,Other,Suburban,Electronics,101.61,1.7,3,304.83,0.1,274.35,2020-02-08,649,Credit Card,Regular,1
3330,45,Female,Urban,Toys,668.19,3.9,2,1336.38,0,1336.38,2020-02-08,22,Credit Card,VIP,1
4427,59,Other,Rural,Toys,287.44,1.9,2,574.88,0.3,402.42,2020-02-08,690,Debit Card,VIP,1
3344,58,Other,Suburban,Groceries,115.81,3.1,2,231.62,0.2,185.3,2020-02-08,175,Cash,Non-member,0
4253,40,Male,Rural,Toys,59.42,2,4,237.68,0.3,166.38,2020-02-08,15,Cash,Non-member,0
4022,22,Female,Suburban,Toys,981.87,1,6,5891.22,0,5891.22,2020-02-08,571,Debit Card,VIP,0
2508,39,Female,Suburban,Clothing,795.34,2.1,9,7158.06,0.2,5726.45,2020-02-08,909,Cash,Regular,0
4693,20,Female,Urban,Clothing,870.96,3.1,8,6967.68,0.1,6270.91,2020-02-08,964,Debit Card,Regular,1
3848,34,Other,Urban,Electronics,579.17,4.2,2,1158.34,0,1158.34,2020-02-08,275,Debit Card,Non-member,1
3038,31,Female,Urban,Toys,979.59,2,4,3918.36,0.1,3526.52,2020-02-08,749,Debit Card,Non-member,0
3850,19,Male,Rural,Furniture,786.01,4.7,3,2358.03,0,2358.03,2020-02-08,338,Credit Card,Non-member,0
1521,35,Male,Urban,Clothing,358.53,3.8,4,1434.12,0.2,1147.3,2020-02-08,133,Cash,Regular,1
1338,55,Other,Rural,Groceries,352.92,3.2,5,1764.6,0.2,1411.68,2020-02-08,630,Cash,Non-member,1
4480,31,Male,Urban,Toys,476.38,2,1,476.38,0.3,333.47,2020-02-08,480,Cash,Regular,0
4933,57,Other,Rural,Groceries,981.49,1.5,3,2944.47,0,2944.47,2020-02-08,328,Cash,VIP,0
3917,42,Male,Urban,Furniture,659.56,1.8,6,3957.36,0,3957.36,2020-02-08,576,Debit Card,Regular,0
1363,63,Female,Urban,Clothing,838.78,4.6,8,6710.24,0.1,6039.22,2020-02-08,200,Credit Card,VIP,0
3557,62,Male,Rural,Groceries,326.81,4.5,4,1307.24,0.3,915.07,2020-02-08,985,Debit Card,VIP,1
2376,18,Male,Suburban,Groceries,95.65,2.3,8,765.2,0.1,688.68,2020-02-08,80,Debit Card,Non-member,0
4028,40,Other,Suburban,Clothing,122.64,2.9,2,245.28,0.3,171.7,2020-02-09,321,Cash,VIP,0
4733,30,Female,Urban,Toys,673.41,2.6,7,4713.87,0.2,3771.1,2020-02-09,286,Credit Card,Regular,0
3336,59,Female,Suburban,Toys,789.7,4.4,3,2369.1,0,2369.1,2020-02-09,506,Debit Card,Regular,0
4361,55,Female,Rural,Furniture,921.97,4.8,4,3687.88,0,3687.88,2020-02-09,871,Debit Card,Non-member,0
4085,41,Female,Rural,Toys,96.96,1.2,9,872.64,0.2,698.11,2020-02-09,758,Cash,Non-member,1
3425,52,Male,Rural,Furniture,617.57,2.1,8,4940.56,0.1,4446.5,2020-02-09,823,Credit Card,VIP,0
4234,62,Other,Rural,Furniture,686.52,4.1,8,5492.16,0.1,4942.94,2020-02-09,55,Cash,VIP,1
2873,23,Male,Rural,Electronics,726.7,1.3,1,726.7,0.2,581.36,2020-02-09,72,Credit Card,VIP,0
4928,62,Other,Rural,Furniture,512.27,2.4,8,4098.16,0.3,2868.71,2020-02-09,714,Credit Card,Non-member,0
2226,57,Other,Suburban,Groceries,561.5,1.6,1,561.5,0.1,505.35,2020-02-09,257,Credit Card,Regular,1
4548,63,Female,Rural,Electronics,306.56,2.3,5,1532.8,0.2,1226.24,2020-02-09,698,Credit Card,Non-member,1
4233,58,Female,Suburban,Clothing,324.52,3.2,2,649.04,0.1,584.14,2020-02-09,883,Credit Card,Regular,1
1109,65,Other,Urban,Groceries,688.92,2.9,2,1377.84,0.2,1102.27,2020-02-09,87,Debit Card,Non-member,0
4857,66,Other,Rural,Clothing,172.22,3.8,6,1033.32,0.2,826.66,2020-02-09,505,Debit Card,VIP,0
4813,30,Other,Urban,Furniture,75.16,3.5,6,450.96,0.2,360.77,2020-02-09,632,Credit Card,Regular,1
2758,36,Male,Rural,Groceries,739.64,2.3,1,739.64,0,739.64,2020-02-09,902,Debit Card,VIP,1
3213,44,Female,Urban,Electronics,270.11,2.4,5,1350.55,0,1350.55,2020-02-09,23,Debit Card,Non-member,1
4162,44,Other,Urban,Toys,225.14,1.2,8,1801.12,0.3,1260.78,2020-02-09,89,Cash,VIP,0
3348,28,Male,Suburban,Electronics,59.73,4.1,4,238.92,0.2,191.14,2020-02-09,613,Mobile Payment,Non-member,1
2315,60,Female,Rural,Electronics,666.66,2,3,1999.98,0,1999.98,2020-02-09,894,Cash,Regular,0
2928,46,Female,Rural,Groceries,499.26,1.1,8,3994.08,0.1,3594.67,2020-02-09,803,Credit Card,Non-member,1
4255,42,Male,Urban,Groceries,790.24,4.2,5,3951.2,0.2,3160.96,2020-02-09,447,Credit Card,Non-member,0
4686,58,Female,Suburban,Toys,198.79,2.4,2,397.58,0.2,318.06,2020-02-09,968,Credit Card,VIP,1
1677,30,Female,Rural,Furniture,278.69,3.9,6,1672.14,0.2,1337.71,2020-02-09,768,Cash,Non-member,0
1111,18,Male,Rural,Toys,292.08,2.2,6,1752.48,0.3,1226.74,2020-02-10,55,Cash,Non-member,0
4119,25,Female,Suburban,Electronics,321.55,1.5,7,2250.85,0.1,2025.76,2020-02-10,974,Credit Card,Non-member,0
4043,57,Male,Rural,Furniture,555.75,4.9,4,2223,0.3,1556.1,2020-02-10,721,Cash,Non-member,0
